Local time,Open,High,Low,Close,Volume
03.09.2005 05:00:00.000 GMT+0800,1.25277,1.25277,1.25277,1.25277,0
04.09.2005 05:00:00.000 GMT+0800,1.25277,1.25277,1.25277,1.25277,0
05.09.2005 05:00:00.000 GMT+0800,1.25151,1.25830,1.25081,1.25344,1348993900390.625
06.09.2005 05:00:00.000 GMT+0800,1.25345,1.25419,1.24422,1.24610,1339195203125
07.09.2005 05:00:00.000 GMT+0800,1.24606,1.25359,1.24023,1.24118,1336907701171.875
08.09.2005 05:00:00.000 GMT+0800,1.24120,1.24508,1.23810,1.23930,1326315695312.5
09.09.2005 05:00:00.000 GMT+0800,1.23937,1.24567,1.23724,1.24064,1330957884765.625
10.09.2005 05:00:00.000 GMT+0800,1.24064,1.24064,1.24064,1.24064,0
11.09.2005 05:00:00.000 GMT+0800,1.24064,1.24064,1.24064,1.24064,0
12.09.2005 05:00:00.000 GMT+0800,1.23975,1.24129,1.22664,1.22803,1336338796875
13.09.2005 05:00:00.000 GMT+0800,1.22763,1.23144,1.22456,1.22625,1325160625000
14.09.2005 05:00:00.000 GMT+0800,1.22570,1.23257,1.22528,1.22813,1331155500000
15.09.2005 05:00:00.000 GMT+0800,1.22798,1.22871,1.21930,1.22229,1334193396484.375
16.09.2005 05:00:00.000 GMT+0800,1.22177,1.23071,1.21995,1.22364,1332436501953.125
17.09.2005 05:00:00.000 GMT+0800,1.22364,1.22364,1.22364,1.22364,0
18.09.2005 05:00:00.000 GMT+0800,1.22364,1.22364,1.22364,1.22364,0
19.09.2005 05:00:00.000 GMT+0800,1.22287,1.22308,1.20967,1.21339,1331637009765.625
20.09.2005 05:00:00.000 GMT+0800,1.21350,1.21897,1.21062,1.21107,1319806208984.375
21.09.2005 05:00:00.000 GMT+0800,1.21030,1.22372,1.21030,1.22089,1332781312500
22.09.2005 05:00:00.000 GMT+0800,1.22046,1.22667,1.21322,1.21508,1334085687500
23.09.2005 05:00:00.000 GMT+0800,1.21482,1.21657,1.20310,1.20348,1319479189453.125
24.09.2005 05:00:00.000 GMT+0800,1.20348,1.20348,1.20348,1.20348,0
25.09.2005 05:00:00.000 GMT+0800,1.20348,1.20348,1.20348,1.20348,0
26.09.2005 05:00:00.000 GMT+0800,1.20290,1.20786,1.20102,1.20677,1321245218750
27.09.2005 05:00:00.000 GMT+0800,1.20619,1.20802,1.19778,1.20105,1312883091796.875
28.09.2005 05:00:00.000 GMT+0800,1.20100,1.20526,1.19914,1.20327,1320500505859.375
29.09.2005 05:00:00.000 GMT+0800,1.20270,1.20738,1.20052,1.20257,1322724009765.625
30.09.2005 05:00:00.000 GMT+0800,1.20255,1.20879,1.19958,1.20236,1321772703125
01.10.2005 05:00:00.000 GMT+0800,1.20236,1.20638,1.20236,1.20638,0
02.10.2005 05:00:00.000 GMT+0800,1.20638,1.20638,1.20638,1.20638,0
03.10.2005 05:00:00.000 GMT+0800,1.20552,1.20608,1.18989,1.19117,1317462402343.75
04.10.2005 05:00:00.000 GMT+0800,1.19080,1.19466,1.18985,1.19163,1313441679687.5
05.10.2005 05:00:00.000 GMT+0800,1.19160,1.19843,1.19122,1.19714,1316822406250
06.10.2005 05:00:00.000 GMT+0800,1.19680,1.22032,1.19680,1.21731,1317791697265.625
07.10.2005 05:00:00.000 GMT+0800,1.21693,1.21874,1.20948,1.21262,1314556708984.375
08.10.2005 05:00:00.000 GMT+0800,1.21262,1.21262,1.21262,1.21262,0
09.10.2005 05:00:00.000 GMT+0800,1.21262,1.21262,1.21262,1.21262,0
10.10.2005 05:00:00.000 GMT+0800,1.21143,1.21517,1.20392,1.20608,1313121513671.875
11.10.2005 05:00:00.000 GMT+0800,1.20597,1.20686,1.19753,1.19882,1321836210937.5
12.10.2005 05:00:00.000 GMT+0800,1.19870,1.20510,1.19498,1.20213,1318661914062.5
13.10.2005 05:00:00.000 GMT+0800,1.20157,1.20357,1.19127,1.20225,1319025074218.75
14.10.2005 05:00:00.000 GMT+0800,1.20184,1.21042,1.19794,1.20713,1317817783203.125
15.10.2005 05:00:00.000 GMT+0800,1.20713,1.20713,1.20713,1.20713,0
16.10.2005 05:00:00.000 GMT+0800,1.20713,1.20713,1.20713,1.20713,0
17.10.2005 05:00:00.000 GMT+0800,1.20727,1.21184,1.20106,1.20192,1334344408203.125
18.10.2005 05:00:00.000 GMT+0800,1.20178,1.20254,1.19149,1.19585,1320600712890.625
19.10.2005 05:00:00.000 GMT+0800,1.19512,1.20013,1.18742,1.19901,1312316205078.125
20.10.2005 05:00:00.000 GMT+0800,1.19849,1.20239,1.19483,1.20207,1318259703125
21.10.2005 05:00:00.000 GMT+0800,1.20170,1.20738,1.19278,1.19532,1307344984375
22.10.2005 05:00:00.000 GMT+0800,1.19532,1.19532,1.19532,1.19532,0
23.10.2005 05:00:00.000 GMT+0800,1.19532,1.19532,1.19532,1.19532,0
24.10.2005 05:00:00.000 GMT+0800,1.19457,1.20196,1.19185,1.19827,1312729115234.375
25.10.2005 05:00:00.000 GMT+0800,1.19815,1.21166,1.19353,1.21000,1323025312500
26.10.2005 05:00:00.000 GMT+0800,1.21000,1.21350,1.20483,1.20665,1320567591796.875
27.10.2005 05:00:00.000 GMT+0800,1.20633,1.21709,1.20424,1.21395,1317192095703.125
28.10.2005 05:00:00.000 GMT+0800,1.21375,1.21687,1.20473,1.20661,1324957083984.375
29.10.2005 05:00:00.000 GMT+0800,1.20661,1.20661,1.20661,1.20661,0
30.10.2005 05:00:00.000 GMT+0800,1.20661,1.20661,1.20661,1.20661,0
31.10.2005 06:00:00.000 GMT+0800,1.20558,1.20877,1.19668,1.19895,1311650587890.625
01.11.2005 06:00:00.000 GMT+0800,1.19894,1.20276,1.19702,1.20192,1336410916015.625
02.11.2005 06:00:00.000 GMT+0800,1.20184,1.20825,1.19854,1.20711,1332222416015.625
03.11.2005 06:00:00.000 GMT+0800,1.20726,1.20802,1.19338,1.19435,1336913287109.375
04.11.2005 06:00:00.000 GMT+0800,1.19420,1.19918,1.18023,1.18098,1324435777343.75
05.11.2005 06:00:00.000 GMT+0800,1.18098,1.18098,1.18098,1.18098,0
06.11.2005 06:00:00.000 GMT+0800,1.18098,1.18098,1.18098,1.18098,0
07.11.2005 06:00:00.000 GMT+0800,1.18063,1.18297,1.17753,1.18032,1319214814453.125
08.11.2005 06:00:00.000 GMT+0800,1.18030,1.18046,1.17090,1.17762,1321134384765.625
09.11.2005 06:00:00.000 GMT+0800,1.17764,1.17895,1.17177,1.17620,1325427083984.375
10.11.2005 06:00:00.000 GMT+0800,1.17627,1.17930,1.16759,1.16798,1329641312500
11.11.2005 06:00:00.000 GMT+0800,1.16821,1.17328,1.16692,1.17306,1318432394531.25
12.11.2005 06:00:00.000 GMT+0800,1.17306,1.17306,1.17306,1.17306,0
13.11.2005 06:00:00.000 GMT+0800,1.17306,1.17306,1.17306,1.17306,0
14.11.2005 06:00:00.000 GMT+0800,1.17198,1.17716,1.16594,1.16826,1326717789062.5
15.11.2005 06:00:00.000 GMT+0800,1.16834,1.17271,1.16404,1.17172,1315440875000
16.11.2005 06:00:00.000 GMT+0800,1.17170,1.17339,1.16454,1.16654,1301306486328.125
17.11.2005 06:00:00.000 GMT+0800,1.16645,1.17615,1.16417,1.17492,1292738291015.625
18.11.2005 06:00:00.000 GMT+0800,1.17478,1.17909,1.16630,1.17707,1317308400390.625
19.11.2005 06:00:00.000 GMT+0800,1.17707,1.17707,1.17707,1.17707,0
20.11.2005 06:00:00.000 GMT+0800,1.17707,1.17707,1.17707,1.17707,0
21.11.2005 06:00:00.000 GMT+0800,1.17705,1.18357,1.17170,1.17213,1293495884765.625
22.11.2005 06:00:00.000 GMT+0800,1.17225,1.18231,1.16865,1.18132,1299543490234.375
23.11.2005 06:00:00.000 GMT+0800,1.18138,1.18612,1.17634,1.18207,1319047595703.125
24.11.2005 06:00:00.000 GMT+0800,1.18207,1.18256,1.17694,1.17809,1300997816406.25
25.11.2005 06:00:00.000 GMT+0800,1.17824,1.17869,1.17075,1.17192,1299509593750
26.11.2005 06:00:00.000 GMT+0800,1.17192,1.17192,1.17192,1.17192,0
27.11.2005 06:00:00.000 GMT+0800,1.17192,1.17192,1.17192,1.17192,0
28.11.2005 06:00:00.000 GMT+0800,1.17086,1.19005,1.16796,1.18449,1299470507812.5
29.11.2005 06:00:00.000 GMT+0800,1.18481,1.18609,1.17369,1.17742,1301197498046.875
30.11.2005 06:00:00.000 GMT+0800,1.17738,1.18002,1.17439,1.17842,1305286085937.5
01.12.2005 06:00:00.000 GMT+0800,1.17856,1.18022,1.16895,1.17357,1300325095703.125
02.12.2005 06:00:00.000 GMT+0800,1.17328,1.17461,1.16620,1.17134,1301289201171.875
03.12.2005 06:00:00.000 GMT+0800,1.17134,1.17134,1.17134,1.17134,0
04.12.2005 06:00:00.000 GMT+0800,1.17134,1.17134,1.17134,1.17134,0
05.12.2005 06:00:00.000 GMT+0800,1.16995,1.18188,1.16865,1.17859,1292878501953.125
06.12.2005 06:00:00.000 GMT+0800,1.17863,1.18054,1.17548,1.17787,1304561191406.25
07.12.2005 06:00:00.000 GMT+0800,1.17774,1.18007,1.17029,1.17204,1307206312500
08.12.2005 06:00:00.000 GMT+0800,1.17196,1.18480,1.17024,1.18157,1306202097656.25
09.12.2005 06:00:00.000 GMT+0800,1.18169,1.18348,1.17649,1.18122,1307473105468.75
10.12.2005 06:00:00.000 GMT+0800,1.18122,1.18122,1.18122,1.18122,0
11.12.2005 06:00:00.000 GMT+0800,1.18122,1.18122,1.18122,1.18122,0
12.12.2005 06:00:00.000 GMT+0800,1.17775,1.19813,1.17753,1.19517,1304680982421.875
13.12.2005 06:00:00.000 GMT+0800,1.19519,1.19849,1.19044,1.19394,1309959287109.375
14.12.2005 06:00:00.000 GMT+0800,1.19429,1.20586,1.19299,1.19987,1309311587890.625
15.12.2005 06:00:00.000 GMT+0800,1.19957,1.20377,1.19346,1.19767,1313587292968.75
16.12.2005 06:00:00.000 GMT+0800,1.19746,1.20247,1.19360,1.20102,1293264996093.75
17.12.2005 06:00:00.000 GMT+0800,1.20102,1.20102,1.20102,1.20102,0
18.12.2005 06:00:00.000 GMT+0800,1.20102,1.20102,1.20102,1.20102,0
19.12.2005 06:00:00.000 GMT+0800,1.20200,1.20363,1.19501,1.20034,1298680087890.625
20.12.2005 06:00:00.000 GMT+0800,1.20037,1.20110,1.18378,1.18549,1306589814453.125
21.12.2005 06:00:00.000 GMT+0800,1.18529,1.19087,1.17999,1.18324,1316604091796.875
22.12.2005 06:00:00.000 GMT+0800,1.18337,1.18949,1.18094,1.18648,1300977582031.25
23.12.2005 06:00:00.000 GMT+0800,1.18642,1.18830,1.18300,1.18654,1306081300781.25
24.12.2005 06:00:00.000 GMT+0800,1.18654,1.18654,1.18654,1.18654,0
25.12.2005 06:00:00.000 GMT+0800,1.18654,1.18654,1.18654,1.18654,0
26.12.2005 06:00:00.000 GMT+0800,1.18634,1.18934,1.18261,1.18407,1348518796875
27.12.2005 06:00:00.000 GMT+0800,1.18405,1.18751,1.18224,1.18224,1290439695312.5
28.12.2005 06:00:00.000 GMT+0800,1.18230,1.19297,1.18105,1.18287,1297224406250
29.12.2005 06:00:00.000 GMT+0800,1.18282,1.18783,1.18178,1.18360,1289268888671.875
30.12.2005 06:00:00.000 GMT+0800,1.18349,1.18858,1.17764,1.18439,1303062300781.25
31.12.2005 06:00:00.000 GMT+0800,1.18439,1.18439,1.18439,1.18439,0
01.01.2006 06:00:00.000 GMT+0800,1.18439,1.18460,1.18439,1.18460,0
02.01.2006 06:00:00.000 GMT+0800,1.18436,1.18458,1.18391,1.18430,1308425390625
03.01.2006 06:00:00.000 GMT+0800,1.18440,1.20286,1.18088,1.20134,1306071515625
04.01.2006 06:00:00.000 GMT+0800,1.20140,1.21427,1.20011,1.21146,1311350892578.125
05.01.2006 06:00:00.000 GMT+0800,1.21172,1.21189,1.20663,1.21054,1307309496093.75
06.01.2006 06:00:00.000 GMT+0800,1.21086,1.21765,1.20794,1.21502,1298061900390.625
07.01.2006 06:00:00.000 GMT+0800,1.21502,1.21502,1.21502,1.21502,0
08.01.2006 06:00:00.000 GMT+0800,1.21502,1.21502,1.21502,1.21502,0
09.01.2006 06:00:00.000 GMT+0800,1.21482,1.21519,1.20533,1.20839,1306088902343.75
10.01.2006 06:00:00.000 GMT+0800,1.20845,1.21073,1.20358,1.20607,1317311628906.25
11.01.2006 06:00:00.000 GMT+0800,1.20609,1.21428,1.20447,1.21224,1315292210937.5
12.01.2006 06:00:00.000 GMT+0800,1.21254,1.21612,1.20061,1.20327,1301560804687.5
13.01.2006 06:00:00.000 GMT+0800,1.20334,1.21411,1.20249,1.21397,1303991818359.375
14.01.2006 06:00:00.000 GMT+0800,1.21397,1.21397,1.21397,1.21397,0
15.01.2006 06:00:00.000 GMT+0800,1.21397,1.21397,1.21397,1.21397,0
16.01.2006 06:00:00.000 GMT+0800,1.21417,1.21727,1.21055,1.21199,1303991800781.25
17.01.2006 06:00:00.000 GMT+0800,1.21210,1.21386,1.20502,1.21035,1303479621093.75
18.01.2006 06:00:00.000 GMT+0800,1.21031,1.21546,1.20702,1.21104,1305682386718.75
19.01.2006 06:00:00.000 GMT+0800,1.21064,1.21224,1.20528,1.20934,1300779785156.25
20.01.2006 06:00:00.000 GMT+0800,1.20939,1.21403,1.20427,1.21337,1293361091796.875
21.01.2006 06:00:00.000 GMT+0800,1.21337,1.21337,1.21337,1.21337,0
22.01.2006 06:00:00.000 GMT+0800,1.21337,1.21337,1.21337,1.21337,0
23.01.2006 06:00:00.000 GMT+0800,1.21372,1.23099,1.21333,1.23037,1336568496093.75
24.01.2006 06:00:00.000 GMT+0800,1.23032,1.23188,1.22565,1.22772,1311560498046.875
25.01.2006 06:00:00.000 GMT+0800,1.22788,1.23204,1.22339,1.22387,1302977013671.875
26.01.2006 06:00:00.000 GMT+0800,1.22365,1.22676,1.21988,1.22014,1305626097656.25
27.01.2006 06:00:00.000 GMT+0800,1.22028,1.22332,1.20860,1.20900,1313986707031.25
28.01.2006 06:00:00.000 GMT+0800,1.20900,1.20900,1.20900,1.20900,0
29.01.2006 06:00:00.000 GMT+0800,1.20900,1.20900,1.20900,1.20900,0
30.01.2006 06:00:00.000 GMT+0800,1.21025,1.21132,1.20632,1.20859,1297736283203.125
31.01.2006 06:00:00.000 GMT+0800,1.20888,1.21880,1.20763,1.21524,1305484707031.25
01.02.2006 06:00:00.000 GMT+0800,1.21539,1.21620,1.20479,1.20626,1307976095703.125
02.02.2006 06:00:00.000 GMT+0800,1.20619,1.21062,1.20314,1.20889,1308893199218.75
03.02.2006 06:00:00.000 GMT+0800,1.20904,1.21087,1.19694,1.20222,1298147994140.625
04.02.2006 06:00:00.000 GMT+0800,1.20222,1.20222,1.20222,1.20222,0
05.02.2006 06:00:00.000 GMT+0800,1.20222,1.20222,1.20222,1.20222,0
06.02.2006 06:00:00.000 GMT+0800,1.20340,1.20450,1.19448,1.19642,1302706712890.625
07.02.2006 06:00:00.000 GMT+0800,1.19622,1.20136,1.19416,1.19792,1299083802734.375
08.02.2006 06:00:00.000 GMT+0800,1.19772,1.19927,1.19223,1.19597,1293814195312.5
09.02.2006 06:00:00.000 GMT+0800,1.19597,1.19931,1.19461,1.19754,1302609787109.375
10.02.2006 06:00:00.000 GMT+0800,1.19779,1.20238,1.18874,1.19000,1286501994140.625
11.02.2006 06:00:00.000 GMT+0800,1.19000,1.19000,1.19000,1.19000,0
12.02.2006 06:00:00.000 GMT+0800,1.19000,1.19000,1.19000,1.19000,0
13.02.2006 06:00:00.000 GMT+0800,1.18974,1.19179,1.18783,1.18947,1301187185546.875
14.02.2006 06:00:00.000 GMT+0800,1.18923,1.19219,1.18585,1.19114,1288589910156.25
15.02.2006 06:00:00.000 GMT+0800,1.19139,1.19497,1.18696,1.18857,1301183312500
16.02.2006 06:00:00.000 GMT+0800,1.18859,1.19084,1.18494,1.19014,1295527292968.75
17.02.2006 06:00:00.000 GMT+0800,1.19020,1.19462,1.18570,1.19355,1298481714843.75
18.02.2006 06:00:00.000 GMT+0800,1.19355,1.19355,1.19355,1.19355,0
19.02.2006 06:00:00.000 GMT+0800,1.19355,1.19355,1.19355,1.19355,0
20.02.2006 06:00:00.000 GMT+0800,1.19275,1.19726,1.19190,1.19329,1287029910156.25
21.02.2006 06:00:00.000 GMT+0800,1.19343,1.19400,1.18907,1.19102,1303407900390.625
22.02.2006 06:00:00.000 GMT+0800,1.19083,1.19283,1.18624,1.19087,1296521292968.75
23.02.2006 06:00:00.000 GMT+0800,1.19084,1.19677,1.18896,1.19144,1293962695312.5
24.02.2006 06:00:00.000 GMT+0800,1.19165,1.19320,1.18609,1.18752,1306670017578.125
25.02.2006 06:00:00.000 GMT+0800,1.18752,1.18752,1.18752,1.18752,0
26.02.2006 06:00:00.000 GMT+0800,1.18752,1.18752,1.18752,1.18752,0
27.02.2006 06:00:00.000 GMT+0800,1.18687,1.18762,1.18254,1.18414,1299485902343.75
28.02.2006 06:00:00.000 GMT+0800,1.18425,1.19399,1.18324,1.19202,1295096205078.125
01.03.2006 06:00:00.000 GMT+0800,1.19193,1.19719,1.18903,1.19149,1300946103515.625
02.03.2006 06:00:00.000 GMT+0800,1.19167,1.20433,1.19093,1.20344,1297812998046.875
03.03.2006 06:00:00.000 GMT+0800,1.20342,1.20507,1.19951,1.20399,1305826105468.75
04.03.2006 06:00:00.000 GMT+0800,1.20399,1.20399,1.20399,1.20399,0
05.03.2006 06:00:00.000 GMT+0800,1.20399,1.20399,1.20399,1.20399,0
06.03.2006 06:00:00.000 GMT+0800,1.20434,1.20910,1.19895,1.20124,1299347785156.25
07.03.2006 06:00:00.000 GMT+0800,1.20124,1.20197,1.18669,1.18824,1289434894531.25
08.03.2006 06:00:00.000 GMT+0800,1.18840,1.19387,1.18713,1.19229,1301761787109.375
09.03.2006 06:00:00.000 GMT+0800,1.19233,1.19492,1.19031,1.19054,1302190701171.875
10.03.2006 06:00:00.000 GMT+0800,1.19062,1.19259,1.18593,1.19055,1289965599609.375
11.03.2006 06:00:00.000 GMT+0800,1.19055,1.19055,1.19055,1.19055,0
12.03.2006 06:00:00.000 GMT+0800,1.19055,1.19055,1.19055,1.19055,0
13.03.2006 06:00:00.000 GMT+0800,1.19100,1.19672,1.19065,1.19579,1301417998046.875
14.03.2006 06:00:00.000 GMT+0800,1.19590,1.20299,1.19400,1.20084,1292393105468.75
15.03.2006 06:00:00.000 GMT+0800,1.20093,1.20732,1.20042,1.20677,1296531300781.25
16.03.2006 06:00:00.000 GMT+0800,1.20661,1.21878,1.20341,1.21782,1296116291015.625
17.03.2006 06:00:00.000 GMT+0800,1.21777,1.22061,1.21415,1.21844,1306098601562.5
18.03.2006 06:00:00.000 GMT+0800,1.21844,1.21844,1.21844,1.21844,0
19.03.2006 06:00:00.000 GMT+0800,1.21844,1.21844,1.21844,1.21844,0
20.03.2006 06:00:00.000 GMT+0800,1.21773,1.21948,1.21469,1.21612,1304936814453.125
21.03.2006 06:00:00.000 GMT+0800,1.21603,1.21642,1.20749,1.20887,1304414707031.25
22.03.2006 06:00:00.000 GMT+0800,1.20897,1.21122,1.20632,1.20747,1308890505859.375
23.03.2006 06:00:00.000 GMT+0800,1.20740,1.20789,1.19530,1.19667,1308251705078.125
24.03.2006 06:00:00.000 GMT+0800,1.19662,1.20451,1.19482,1.20352,1291724714843.75
25.03.2006 06:00:00.000 GMT+0800,1.20352,1.20352,1.20352,1.20352,0
26.03.2006 06:00:00.000 GMT+0800,1.20352,1.20352,1.20352,1.20352,0
27.03.2006 06:00:00.000 GMT+0800,1.20337,1.20561,1.20011,1.20126,1289413193359.375
28.03.2006 06:00:00.000 GMT+0800,1.20122,1.21046,1.19905,1.19968,1301822675781.25
29.03.2006 06:00:00.000 GMT+0800,1.19977,1.20478,1.19804,1.20212,1306810605468.75
30.03.2006 06:00:00.000 GMT+0800,1.20187,1.21708,1.20168,1.21641,1307303212890.625
31.03.2006 06:00:00.000 GMT+0800,1.21645,1.21736,1.20834,1.21132,1291392785156.25
01.04.2006 06:00:00.000 GMT+0800,1.21132,1.21134,1.21132,1.21134,0
02.04.2006 06:00:00.000 GMT+0800,1.21134,1.21134,1.21134,1.21134,0
03.04.2006 05:00:00.000 GMT+0800,1.21075,1.21470,1.20330,1.21348,1306788791015.625
04.04.2006 05:00:00.000 GMT+0800,1.21326,1.22739,1.21192,1.22528,1296129708984.375
05.04.2006 05:00:00.000 GMT+0800,1.22513,1.23043,1.22408,1.22847,1304448705078.125
06.04.2006 05:00:00.000 GMT+0800,1.22819,1.23294,1.21978,1.22228,1299857177734.375
07.04.2006 05:00:00.000 GMT+0800,1.22223,1.22296,1.20880,1.20910,1308087115234.375
08.04.2006 05:00:00.000 GMT+0800,1.20910,1.20910,1.20910,1.20910,0
09.04.2006 05:00:00.000 GMT+0800,1.20910,1.20910,1.20910,1.20910,0
10.04.2006 05:00:00.000 GMT+0800,1.20884,1.21278,1.20751,1.21065,1303181697265.625
11.04.2006 05:00:00.000 GMT+0800,1.21011,1.21525,1.20884,1.21405,1302553804687.5
12.04.2006 05:00:00.000 GMT+0800,1.21357,1.21661,1.20648,1.21020,1304024005859.375
13.04.2006 05:00:00.000 GMT+0800,1.20971,1.21307,1.20684,1.21065,1300198613281.25
14.04.2006 05:00:00.000 GMT+0800,1.21025,1.21158,1.20953,1.21056,1284512994140.625
15.04.2006 05:00:00.000 GMT+0800,1.21056,1.21056,1.21056,1.21056,0
16.04.2006 05:00:00.000 GMT+0800,1.21056,1.21056,1.21056,1.21056,0
17.04.2006 05:00:00.000 GMT+0800,1.21142,1.22853,1.21116,1.22473,1288740173828.125
18.04.2006 05:00:00.000 GMT+0800,1.22440,1.23550,1.22233,1.23390,1307445287109.375
19.04.2006 05:00:00.000 GMT+0800,1.23400,1.23927,1.22856,1.23768,1311306212890.625
20.04.2006 05:00:00.000 GMT+0800,1.23755,1.23805,1.22861,1.23115,1293124595703.125
21.04.2006 05:00:00.000 GMT+0800,1.23078,1.23564,1.22683,1.23400,1299261388671.875
22.04.2006 05:00:00.000 GMT+0800,1.23400,1.23400,1.23400,1.23400,0
23.04.2006 05:00:00.000 GMT+0800,1.23400,1.23400,1.23400,1.23400,0
24.04.2006 05:00:00.000 GMT+0800,1.23515,1.24126,1.23326,1.23882,1317938285156.25
25.04.2006 05:00:00.000 GMT+0800,1.23852,1.24376,1.23636,1.24267,1315646576171.875
26.04.2006 05:00:00.000 GMT+0800,1.24258,1.24691,1.23853,1.24500,1302665205078.125
27.04.2006 05:00:00.000 GMT+0800,1.24437,1.25461,1.24045,1.25290,1310702083984.375
28.04.2006 05:00:00.000 GMT+0800,1.25259,1.26387,1.25133,1.26320,1302906976562.5
29.04.2006 05:00:00.000 GMT+0800,1.26320,1.26320,1.26320,1.26320,0
30.04.2006 05:00:00.000 GMT+0800,1.26320,1.26320,1.26320,1.26320,0
01.05.2006 05:00:00.000 GMT+0800,1.26220,1.26873,1.25545,1.25814,1296212015625
02.05.2006 05:00:00.000 GMT+0800,1.25778,1.26652,1.25574,1.26116,1310831691406.25
03.05.2006 05:00:00.000 GMT+0800,1.26058,1.26674,1.25914,1.26290,1310170404296.875
04.05.2006 05:00:00.000 GMT+0800,1.26246,1.27172,1.25707,1.26890,1297820699218.75
05.05.2006 05:00:00.000 GMT+0800,1.26854,1.27615,1.26731,1.27237,1301792009765.625
06.05.2006 05:00:00.000 GMT+0800,1.27237,1.27237,1.27237,1.27237,0
07.05.2006 05:00:00.000 GMT+0800,1.27237,1.27237,1.27237,1.27237,0
08.05.2006 05:00:00.000 GMT+0800,1.27222,1.27838,1.26918,1.27069,1917416492187.5
09.05.2006 05:00:00.000 GMT+0800,1.27028,1.27805,1.26610,1.27585,1354990001953.125
10.05.2006 05:00:00.000 GMT+0800,1.27513,1.28296,1.27496,1.27785,1304989507812.5
11.05.2006 05:00:00.000 GMT+0800,1.27746,1.28696,1.26842,1.28345,1308682082031.25
12.05.2006 05:00:00.000 GMT+0800,1.28302,1.29528,1.28221,1.29225,1309446189453.125
13.05.2006 05:00:00.000 GMT+0800,1.29225,1.29225,1.29225,1.29225,0
14.05.2006 05:00:00.000 GMT+0800,1.29225,1.29225,1.29225,1.29225,0
15.05.2006 05:00:00.000 GMT+0800,1.29205,1.29698,1.27753,1.27900,1936618603515.625
16.05.2006 05:00:00.000 GMT+0800,1.27837,1.28663,1.27696,1.28536,1985265308593.75
17.05.2006 05:00:00.000 GMT+0800,1.28536,1.29155,1.27012,1.27389,1964899027343.75
18.05.2006 05:00:00.000 GMT+0800,1.27335,1.28567,1.27205,1.28420,1968544984375
19.05.2006 05:00:00.000 GMT+0800,1.28391,1.28695,1.26946,1.27732,1990680187500
20.05.2006 05:00:00.000 GMT+0800,1.27732,1.27732,1.27732,1.27732,0
21.05.2006 05:00:00.000 GMT+0800,1.27732,1.27732,1.27732,1.27732,0
22.05.2006 05:00:00.000 GMT+0800,1.27730,1.28843,1.26950,1.28633,1982593097656.25
23.05.2006 05:00:00.000 GMT+0800,1.28594,1.28770,1.28048,1.28107,1982132714843.75
24.05.2006 05:00:00.000 GMT+0800,1.28107,1.28848,1.27296,1.27503,1977413492187.5
25.05.2006 05:00:00.000 GMT+0800,1.27444,1.28170,1.27444,1.27966,1976986214843.75
26.05.2006 05:00:00.000 GMT+0800,1.27928,1.28314,1.26994,1.27314,1977758519531.25
27.05.2006 05:00:00.000 GMT+0800,1.27314,1.27314,1.27314,1.27314,0
28.05.2006 05:00:00.000 GMT+0800,1.27314,1.27314,1.27314,1.27314,0
29.05.2006 05:00:00.000 GMT+0800,1.27299,1.27663,1.27159,1.27458,1966207812500
30.05.2006 05:00:00.000 GMT+0800,1.27417,1.29062,1.27343,1.28674,1978142109375
31.05.2006 05:00:00.000 GMT+0800,1.28651,1.29008,1.28010,1.28060,1988581285156.25
01.06.2006 05:00:00.000 GMT+0800,1.28026,1.28221,1.27220,1.27978,1995342187500
02.06.2006 05:00:00.000 GMT+0800,1.27967,1.29367,1.27936,1.29131,1982609089843.75
03.06.2006 05:00:00.000 GMT+0800,1.29131,1.29131,1.29131,1.29131,0
04.06.2006 05:00:00.000 GMT+0800,1.29131,1.29131,1.29131,1.29131,0
05.06.2006 05:00:00.000 GMT+0800,1.29083,1.29767,1.28992,1.29025,1987346593750
06.06.2006 05:00:00.000 GMT+0800,1.29025,1.29320,1.28072,1.28300,1968281210937.5
07.06.2006 05:00:00.000 GMT+0800,1.28269,1.28356,1.27599,1.27820,1979008085937.5
08.06.2006 05:00:00.000 GMT+0800,1.27801,1.28064,1.26256,1.26452,1989875621093.75
09.06.2006 05:00:00.000 GMT+0800,1.26449,1.26816,1.25963,1.26347,1966641207031.25
10.06.2006 05:00:00.000 GMT+0800,1.26347,1.26347,1.26347,1.26347,0
11.06.2006 05:00:00.000 GMT+0800,1.26347,1.26347,1.26347,1.26347,0
12.06.2006 05:00:00.000 GMT+0800,1.26317,1.26490,1.25662,1.25826,1973732882812.5
13.06.2006 05:00:00.000 GMT+0800,1.25770,1.26135,1.25278,1.25313,1989936980468.75
14.06.2006 05:00:00.000 GMT+0800,1.25260,1.26458,1.24987,1.25915,1981573496093.75
15.06.2006 05:00:00.000 GMT+0800,1.25894,1.26555,1.25812,1.26330,1976640523437.5
16.06.2006 05:00:00.000 GMT+0800,1.26307,1.26701,1.26165,1.26366,1954115777343.75
17.06.2006 05:00:00.000 GMT+0800,1.26366,1.26366,1.26366,1.26366,0
18.06.2006 05:00:00.000 GMT+0800,1.26366,1.26366,1.26366,1.26366,0
19.06.2006 05:00:00.000 GMT+0800,1.26337,1.26467,1.25503,1.25674,1981087691406.25
